2/1/2025;f1CONT;42145;9023;UAM;E04;36892;E04;Leonardo M;;;PCONT2T75L;Pallet antiderr. Para 2 tambores 75lts;1;U$S;44,066;180;2201;LAR PLASTICOS;180;0;0;0;;180;100,46;Pallets;STOCK;Movimiento y Almacenaje;7931,88;180;9023;MERCADO MODELO;0;1,791757914
2/1/2025;f1CONT;42146;4497;MERBE LTDA.;E179;36892;L02;LOCAL 02 -;;;GLDE158N; Rueda doble Ø40 polip.c/base zinc.gir.t;4;$;44,066;718,2;011299;METALURGICA SCHIOPPA;179,55;0;0;0;0;180,35;32,51;Ruedas;STOCK;Ruedas;718,2;16,29827985;4497;MERBE LTDA.;0;5,522916026
2/1/2025;f1CONT;42146;4497;MERBE LTDA.;E179;36892;L02;LOCAL 02 -;;;BR120140TR;Bolsa residuo trasparente 120x140cm 240L;15;$;44,066;2430;2102;MONIPLAS;162;0;0;0;;162,72;82;Contenedores de residuos;STOCK;Residuos;2430;55,14455589;4497;MERBE LTDA.;0;1,975609756
2/1/2025;f1CONT;42149;8539;PANADERIA BIARRITZ S;E170;36892;L02;LOCAL 02 -;8539;PANADERIA BIARRITZ S;0044359;Tambor 100L Blanco c/tapa;1;$;44,066;1914,22;2102;BOLIVAR PRODUTOS PLA;1914,22;0;0;0;0;1914,22;666,8;Contenedores de residuos;STOCK;Residuos;1914,22;43,43984024;8539;PANADERIA BIARRITZ SRL;0;2,870755849
2/1/2025;f1FACT;42141;316;CANARIAS SA;E171;36892;E01;Julio Cesa;;;GSA82PMNFP;"Rueda goma ""8 c/base zinc.girat.c/freno";1;$;44,066;1569,6;920201;METALURGICA SCHIOPPA;1569,6;0;0;0;0;1576,58;501,13;Ruedas;STOCK;Ruedas;1569,6;35,61929833;316;CANARIAS SA;0;3,132121406
2/1/2025;f1FACT;42141;316;CANARIAS SA;E171;36892;E01;Julio Cesa;;;LAT007-0054;Agarre lateral IZQUIERDO Cont 770l;1;$;44,066;411,75;2102;CONTENUR SL;411,75;0;0;0;;413,58;102,76;Contenedores de residuos;STOCK;Residuos;411,75;9,343938637;316;CANARIAS SA;0;4,006909303
2/1/2025;f1FACT;42141;316;CANARIAS SA;E171;36892;E01;Julio Cesa;;;LAT007-0055;Agarre lateral DERECHO Cont. 770l;2;$;44,066;823,5;2102;CONTENUR SL;411,75;0;0;0;;413,58;102,76;Contenedores de residuos;STOCK;Residuos;823,5;18,68787727;316;CANARIAS SA;0;4,006909303
2/1/2025;f1FACT;42142;209;MACRO MERCADO MAYORI;E04;36892;E04;Leonardo M;209;MACRO MERCADO MAYORI;C240BL0100;Contenedor 2 Ruedas 240L Blanco (0100);1;$;44,066;3911,4;2102;CONTENUR SL;3911,4;0;0;0;0;3928,78;2322,83;Contenedores de residuos;STOCK;Residuos;3911,4;88,76231108;209;MACRO MERCADO MAYORISTA SA;0;1,683894215
2/1/2025;f1FACT;42144;489;COUSA;E04;36892;E04;Leonardo M;;;PCONT2T75L;Pallet antiderr. Para 2 tambores 75lts;1;U$S;44,066;180;2201;LAR PLASTICOS;180;0;0;0;0;180;100,46;Pallets;STOCK;Movimiento y Almacenaje;7931,88;180;489;COUSA;0;1,791757914
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;C120AM;Contenedor 2 Ruedas 120L Amarillo (0503);2;$;44,066;4472;2102;CONTENUR SL;2795;1118;0;1118;12857;2791,1;1229,53;Contenedores de residuos;STOCK;Residuos;4472;101,4841374;338;TIENDA INGLESA;0,2;1,818581084
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;C120AZ;Contenedor 2 Ruedas 120L Azul (0801);7;$;44,066;15652;2102;CONTENUR SL;2795;3913;0;3913;;2791,1;1229,53;Contenedores de residuos;STOCK;Residuos;15652;355,194481;338;TIENDA INGLESA;0,2;1,818581084
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;C120BL0100;Contenedor 2 Ruedas 120L Blanco (0100);6;$;44,066;13416;2102;CONTENUR SL;2795;3354;0;3354;;2791,1;1229,53;Contenedores de residuos;STOCK;Residuos;13416;304,4524123;338;TIENDA INGLESA;0,2;1,818581084
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;C120RO;Contenedor 2 Ruedas 120L Rojo;3;$;44,066;6708;2102;CONTENUR SL;2795;1677;0;1677;;2791,1;1229,53;Contenedores de residuos;STOCK;Residuos;6708;152,2262061;338;TIENDA INGLESA;0,2;1,818581084
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;C120VE;Contenedor 2 Ruedas 120L Verde (0400);2;$;44,066;4472;2102;CONTENUR SL;2795;1118;0;1118;;2791,1;1047,19;Contenedores de residuos;STOCK;Residuos;4472;101,4841374;338;TIENDA INGLESA;0,2;2,135238113
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;C120GR;Contenedor 2 ruedas 120L Gris (0315);3;$;44,066;6708;2102;CONTENUR SL;2795;1677;0;1677;;2791,1;1229,53;Contenedores de residuos;STOCK;Residuos;6708;152,2262061;338;TIENDA INGLESA;0,2;1,818581084
2/1/2025;f1FACT;42147;338;TIENDA INGLESA;E04;36892;E04;Leonardo M;338;TIENDA INGLESA;PEDC120;Pedal para contenedor de 120L;23;$;44,066;37955,75;2102;CONTENUR SL;1650,25;0;0;0;;1650,25;1164,64;Contenedores de residuos;STOCK;Residuos;37955,75;861,3386738;338;TIENDA INGLESA;0;1,416961464
2/1/2025;f1FACT;42172;1741;DANK S.A.;L02;36892;L02;LOCAL 02 -;274;JUAN C. BALERIO S,A,;R62NTE;" Rueda 6"""" poliamida c/rulemanes";41;$;44,066;42968;011201;METALURGICA SCHIOPPA;1048;0;0;0;0;1040,05;378,92;Ruedas;STOCK;Ruedas;42968;975,0828303;274;JUAN C. BALERIO S,A,;-0,01;2,765755305
2/1/2025;f2NCCR;7688;1741;DANK S.A.;E179;30/38/5052;L02;LOCAL 02 -;274;JUAN C. BALERIO S,A,;R62NTE;" Rueda 6"""" poliamida c/rulemanes";-41;$;44,066;-42968;011201;METALURGICA SCHIOPPA;1048;0;0;0;0;1013,96;378,92;Ruedas;STOCK;Ruedas;-42968;-975,0828303;274;JUAN C. BALERIO S,A,;-0,03;2,765755305
2/1/2025;t1CONT;15898;9999;CONSUMIDOR FINAL;L02;36892;L02;LOCAL 02 -;9999;ERLINDO HUAMANI;23040E;Rueda 40mm Plas Negro Giratoria Platina;4;$;44,066;301,92;011509;FLYWHEELCASTER MANUF;75,48;0;0;0;0;75,48;17,63;Ruedas;STOCK;Ruedas;301,92;6,851540871;9999;CONSUMIDOR FINAL;0;4,281338627
2/1/2025;t1CONT;15899;9999;CONSUMIDOR FINAL;E16;36892;L02;LOCAL 02 -;9999;ERLINDO HUAMANI;BRPTRES231;Bolsa edificio negra 70x105 Rollo 10u;1;$;44,066;0;2102;VERT;130;0;130;130;0;130;100,42;Contenedores de residuos;STOCK;Residuos;0;0;9999;CONSUMIDOR FINAL;1;0
2/1/2025;t1CONT;15899;9999;CONSUMIDOR FINAL;E16;36892;L02;LOCAL 02 -;9999;ERLINDO HUAMANI;BR100120TR;Bolsa residuo trasparente 100x120cm 120L;5;$;44,066;0;2102;MONIPLAS;162;0;810;810;;162,72;82;Contenedores de residuos;STOCK;Residuos;0;0;9999;CONSUMIDOR FINAL;1;0
2/1/2025;t1CONT;15900;9999;CONSUMIDOR FINAL;L02;36892;L02;LOCAL 02 -;9999;ERLINDO HUAMANI;DWX007AM;Cajon logistico am 600x400x33 (ext) 64L;1;$;44,066;798,68;200101;FOTMER CORPORATION S;1331,14;0;532,46;532,46;0;0;121,83;Cajones;STOCK;Movimiento y Almacenaje;798,68;18,12463123;9999;CONSUMIDOR FINAL;;6,555692358
2/1/2025;t1CONT;15901;9999;CONSUMIDOR FINAL;L02;36892;L02;LOCAL 02 -;9999;ERLINDO HUAMANI;DWX007ROS;Cajon logistico rosa 600x400x33(ext) 64L;1;$;44,066;798,68;200101;FOTMER CORPORATION S;1331,14;0;532,46;532,46;0;1331,14;0;Cajones;STOCK;Movimiento y Almacenaje;798,68;18,12463123;9999;CONSUMIDOR FINAL;0,4;#¡DIV/0!
2/1/2025;t2NDCD;1558;9999;CONSUMIDOR FINAL;L02;31/35/5052;L02;LOCAL 02 -;9999;ERLINDO HUAMANI;DWX007AM;Cajon logistico am 600x400x33 (ext) 64L;-1;$;44,066;-798,68;200101;FOTMER CORPORATION S;1331,14;0;-532,46;-532,46;0;0;121,83;Cajones;STOCK;Movimiento y Almacenaje;-798,68;-18,12463123;9999;CONSUMIDOR FINAL;;6,555692358
3/1/2025;f1CONT;42152;3085;TOYOPLUS;L02;36892;L02;LOCAL 02 -;;;0044104NE;Tambor 85 lts. negro c/tapa 64x48.5cm;1;$;43,9;1379,25;2102;BOLIVAR PRODUTOS PLA;1379,25;0;0;0;0;1385,38;442,54;Contenedores de residuos;STOCK;Residuos;1379,25;31,41799544;3085;TOYOPLUS;0;3,11666742
3/1/2025;f1CONT;42156;12264;DRIVA SA;E170;36892;L02;LOCAL 02 -;12264;DRIVA SA;R82PMN;"Rueda goma/poliamida negra ø8"" Eje 7/8""";1;$;43,9;343,97;011204;METALURGICA SCHIOPPA;343,97;0;0;0;0;343,97;127,32;Ruedas;STOCK;Ruedas;343,97;7,835307517;12264;DRIVA SA;0;2,70161797
3/1/2025;f1CONT;42158;6562;BALAR SRL;L02;36892;L02;LOCAL 02 -;;;R816BPE;"Rueda 8"" goma c/ruleman";2;$;43,9;1655,68;011204;METALURGICA SCHIOPPA;919,82;0;183,96;183,96;67,6;919,82;257,65;Ruedas;STOCK;Ruedas;1655,68;37,71480638;6562;BALAR SRL;0,1;3,213040947
3/1/2025;f1CONT;42158;6562;BALAR SRL;L02;36892;L02;LOCAL 02 -;;;45125SPHGSW;Rueda ø125 goma gris/rod;4;$;43,9;547,56;011503;FLYWHEELCASTER MANUF;169;67,6;60,84;128,44;;169;0;Ruedas;STOCK;Ruedas;547,56;12,47289294;6562;BALAR SRL;0,19;#¡DIV/0!
3/1/2025;f1CONT;42158;6562;BALAR SRL;L02;36892;L02;LOCAL 02 -;;;GGL512;" Base zinc.giratoria p/rueda 5""""";2;$;43,9;482,47;011213;METALURGICA SCHIOPPA;268,04;0;53,61;53,61;;268,04;90,23;Ruedas;STOCK;Ruedas;482,47;10,99020501;6562;BALAR SRL;0,1;2,673556467
3/1/2025;f1CONT;42159;10248;BMW MAGNA;E179;36892;L02;LOCAL 02 -;;;C120AZ;Contenedor 2 Ruedas 120L Azul (0801);6;U$S;43,9;369;2102;CONTENUR SL;61,5;0;0;0;0;61,75;28,73;Contenedores de residuos;STOCK;Residuos;16199,1;369;10248;BMW URUGUAY;0;2,140619561
3/1/2025;f1CONT;42159;10248;BMW MAGNA;E179;36892;L02;LOCAL 02 -;;;C120AM;Contenedor 2 Ruedas 120L Amarillo (0503);3;U$S;43,9;184,5;2102;CONTENUR SL;61,5;0;0;0;;61,75;28,73;Contenedores de residuos;STOCK;Residuos;8099,55;184,5;10248;BMW URUGUAY;0;2,140619561
3/1/2025;f1CONT;42159;10248;BMW MAGNA;E179;36892;L02;LOCAL 02 -;;;C700RO;Contenedor 4 Ruedas 660L Rojo;1;U$S;43,9;306,09;2102;CONTENUR SL;306,09;0;0;0;;306,09;152,71;Contenedores de residuos;STOCK;Residuos;13437,351;306,09;10248;BMW URUGUAY;0;2,004387401
3/1/2025;f1CONT;42159;10248;BMW MAGNA;E179;36892;L02;LOCAL 02 -;;;C700AM;Contenedor 4 ruedas 660L Amarillo (0503);1;U$S;43,9;306,09;2102;CONTENUR SL;306,09;0;0;0;;306,09;152,71;Contenedores de residuos;STOCK;Residuos;13437,351;306,09;10248;BMW URUGUAY;0;2,004387401
3/1/2025;f1CONT;42162;14029;MONTE NATIVO;L02;36892;L02;LOCAL 02 -;;;DWX007ROS;Cajon logistico rosa 600x400x33(ext) 64L;3;$;43,9;2396,05;200101;FOTMER CORPORATION S;1331,14;1597,37;0;1597,37;1597,37;1331,14;0;Cajones;STOCK;Movimiento y Almacenaje;2396,05;54,57972665;#N/A;#N/A;0,4;#¡DIV/0!
3/1/2025;f1CONT;42163;7878;NOREPLEND;E179;36892;L02;LOCAL 02 -;;;C1100TPAZ02;Contenedor 4 Ruedas TP 1100LAzul (080X);1;U$S;43,9;397,29;2102;CONTENUR SL;397,29;0;0;0;0;397,29;0;Contenedores de residuos;STOCK;Residuos;17441,031;397,29;7878;NOREPLEND;0;#¡DIV/0!
3/1/2025;f1FACA;42157;7008;INOX EQUIPAMIENTO;E179;36892;L02;LOCAL 02 -;;;TAC015334;"Taco regulable øe51x19 c/tor.1/2""x2"" 12h";40;$;43,9;3950;0408;ITEGOM SA;98,75;0;0;0;0;98,54;0;Goma;STOCK;Goma;3950;89,97722096;7008;INOX EQUIPAMIENTO;0;#¡DIV/0!
3/1/2025;f1FACT;42153;2011;CONAPROLE COMPLEJO I;E04;36892;E04;Leonardo M;;;WP1000;Mesa elevadora 1000 x 510 mm.;1;$;43,9;31185;1404;CARM INTERNATIONAL L;31185;0;0;0;0;31323,6;12585,66;Extensión de línea;STOCK;Movimiento y Almacenaje;31185;710,3644647;110;CONAPROLE;0;2,477819995
3/1/2025;f1FACT;42153;2011;CONAPROLE COMPLEJO I;E04;36892;E04;Leonardo M;;;;SERIE 101645;1;$;43,9;0;;;0;0;0;0;;;;#N/A;#N/A;#N/A;0;0;110;CONAPROLE;;#¡DIV/0!
3/1/2025;f1FACT;42154;4968;COOPERATIVA MEDICA R;L02;36892;L02;LOCAL 02 -;;;DT1210WHBVG;Pallet calado para Rack PE Virgen Azul;1;$;43,9;3134,25;2202;Guangzhou BIDIFU Pla;3134,25;0;0;0;0;3148,18;1247,83;Pallets;STOCK;Movimiento y Almacenaje;3134,25;71,3952164;4968;COOPERATIVA MEDICA ROCHA;0;2,511760416
7/1/2025;f1CON;42177;9938;QBO S.A.;E170;36892;L02;LOCAL 02 -;;;C120AZ;Contenedor 2 Ruedas 120L Azul (0801);1;U$S;43,97;61,75;2102;CONTENUR SL;61,75;0;0;0;0;61,75;28,83;Contenedores de residuos;STOCK;Residuos;2715,1475;61,75;9938;QBO S.A.;0;2,141866112
7/1/2025;f1CON;42177;9938;QBO S.A.;E170;36892;L02;LOCAL 02 -;;;PLOTTER;Plotter en vinilo c/colocación PAP Y CAR;1;U$S;43,97;5,53;1909;MEDIA NEURONA COMUNI;5,53;0;0;0;;5,63;21,1;Extensión de línea;STOCK;Varios;243,1541;5,53;9938;QBO S.A.;0,02;0,262085308
7/1/2025;f1CON;42177;9938;QBO S.A.;E170;36892;L02;LOCAL 02 -;;;C120AM;Contenedor 2 Ruedas 120L Amarillo (0503);1;U$S;43,97;61,75;2102;CONTENUR SL;61,75;0;0;0;;61,75;28,83;Contenedores de residuos;STOCK;Residuos;2715,1475;61,75;9938;QBO S.A.;0;2,141866112
7/1/2025;f1CON;42177;9938;QBO S.A.;E170;36892;L02;LOCAL 02 -;;;PLOTTER;Plotter en vinilo c/colocación PLASTICO;1;U$S;43,97;5,53;1909;MEDIA NEURONA COMUNI;5,53;0;0;0;;5,63;21,1;Extensión de línea;STOCK;Varios;243,1541;5,53;9938;QBO S.A.;0,02;0,262085308
7/1/2025;f1CON;42177;9938;QBO S.A.;E170;36892;L02;LOCAL 02 -;;;C120GR;Contenedor 2 ruedas 120L Gris (0315);1;U$S;43,97;61,75;2102;CONTENUR SL;61,75;0;0;0;;61,75;28,83;Contenedores de residuos;STOCK;Residuos;2715,1475;61,75;9938;QBO S.A.;0;2,141866112
7/1/2025;f1CON;42177;9938;QBO S.A.;E170;36892;L02;LOCAL 02 -;;;PLOTTER;Plotter en vinilo c/colocación TETRAPACK;1;U$S;43,97;5,53;1909;MEDIA NEURONA COMUNI;5,53;0;0;0;;5,63;21,1;Extensión de línea;STOCK;Varios;243,1541;5,53;9938;QBO S.A.;0,02;0,262085308
7/1/2025;f1CONT;42164;14068;GUISANDE;E179;36892;L02;LOCAL 02 -;;;29150SW;Rueda ø150 hierro/goma c/rodamiento;1;$;43,97;675,13;011504;FLYWHEELCASTER MANUF;675,13;0;0;0;0;675,13;149,88;Ruedas;STOCK;Ruedas;675,13;15,3543325;#N/A;#N/A;0;4,504470243
7/1/2025;f1CONT;42180;14069;FERRETERIA BARBIERI;E179;36892;L02;LOCAL 02 -;;;R82PMNN;"Rueda goma/poliamida negra ø8"" Eje 13mm.";6;$;43,97;1800,34;011204;METALURGICA SCHIOPPA;315,85;0;94,76;94,76;0;315,85;112,57;Ruedas;STOCK;Ruedas;1800,34;40,94473505;#N/A;#N/A;0,05;2,66551183
7/1/2025;f1CONT;42180;14069;FERRETERIA BARBIERI;E179;36892;L02;LOCAL 02 -;;;R92PMN;"Rueda goma/poliamida negra Ø9"" eje5/8";12;$;43,97;4750,95;011204;METALURGICA SCHIOPPA;416,75;0;250,05;250,05;;416,75;161,19;Ruedas;STOCK;Ruedas;4750,95;108,0498067;#N/A;#N/A;0,05;2,456185247
7/1/2025;f1CONT;42180;14069;FERRETERIA BARBIERI;E179;36892;L02;LOCAL 02 -;;;R412BP;" Rueda 4"""" goma";10;$;43,97;1070,36;011204;METALURGICA SCHIOPPA;112,67;0;56,34;56,34;;112,67;30,55;Ruedas;STOCK;Ruedas;1070,36;24,34296111;#N/A;#N/A;0,05;3,503633388
7/1/2025;f1CONT;42181;14071;HAUT SAS;L02;36892;L02;LOCAL 02 -;;;GLE210BP;"Rueda 2"" goma c/base gir.c/torn.3/8""";4;$;43,97;678,76;011204;METALURGICA SCHIOPPA;169,69;0;0;0;0;169,69;48,87;Ruedas;STOCK;Ruedas;678,76;15,43688879;#N/A;#N/A;0;3,472273378
7/1/2025;f1CONT;42184;11455;DELFILAN SA;E179;36892;L02;LOCAL 02 -;;;GLE210BP;"Rueda 2"" goma c/base gir.c/torn.3/8""";25;$;43,97;4242,25;011204;METALURGICA SCHIOPPA;169,69;0;0;0;0;169,69;48,87;Ruedas;STOCK;Ruedas;4242,25;96,48055492;11455;DELFILAN SA;0;3,472273378
7/1/2025;f1CONT;42184;11455;DELFILAN SA;E179;36892;L02;LOCAL 02 -;;;GLE310BP;" Rueda 3"""" goma c/base zinc.girat.torni";12;$;43,97;2367,48;011204;METALURGICA SCHIOPPA;197,29;0;0;0;;197,29;55,89;Ruedas;STOCK;Ruedas;2367,48;53,84307482;11455;DELFILAN SA;0;3,529969583
7/1/2025;f1FACT;42175;505;TIENDAS TA TA;E170;36892;E170;Facundo Im;505;TIENDAS TA TA;41186;Rueda ø250 goma/chapa 295kg.;2;$;43,97;3232,9;0118;BLICKLE;1616,45;0;0;0;0;1618,24;756,37;Ruedas;STOCK;Ruedas;3232,9;73,52513077;505;TIENDAS TA TA;0;2,137115433
7/1/2025;f1FACT;42176;8847;PUNTA SHOPPING;E170;36892;L02;LOCAL 02 -;;;GL612BPE;" Rueda 6"""" goma c/rul.-base zinc.girato";12;$;43,97;8076,36;921205;METALURGICA SCHIOPPA;673,03;0;0;0;0;673,77;225,47;Ruedas;STOCK;Ruedas;8076,36;183,678872;8847;PUNTA SHOPPING;0;2,985009092
7/1/2025;f1FACT;42178;361;URUFOR;E171;36892;E171;Raul Agust;;;C240VE;Contenedor 2 Ruedas 240L Verde (0400);2;$;43,97;7961,88;2102;CONTENUR SL;3980,94;0;0;0;0;3933,13;1704,48;Contenedores de residuos;STOCK;Residuos;7961,88;181,0752786;361;URUFOR;-0,01;2,335574486
7/1/2025;f1FACT;42179;174;CIA. IND. DE TABACOS;E04;36892;E04;Leonardo M;;;BSIL652;Junta de silic U int x 670 mm recorrido;6;$;43,97;6240;041003;LACASIL SRL.;1040;0;0;0;0;0;468;Goma;STOCK;Goma;6240;141,914942;174;CIA. IND. DE TABACOS MONTEPAZ;;2,222222222
7/1/2025;f1FACT;42182;2018;CONAPROLE - Planta 0;E04;36892;E04;Leonardo M;;;C120BL0100;Contenedor 2 Ruedas 120L Blanco (0100);3;$;43,97;8336,25;2102;CONTENUR SL;2778,75;0;0;0;0;2794,19;1229,53;Contenedores de residuos;STOCK;Residuos;8336,25;189,5894928;110;CONAPROLE;0,01;2,260009922
7/1/2025;f1FACT;42182;2018;CONAPROLE - Planta 0;E04;36892;E04;Leonardo M;;;PEDC120;Pedal para contenedor de 120L;3;$;43,97;4928,85;2102;CONTENUR SL;1642,95;0;0;0;;1652,08;1164,64;Contenedores de residuos;STOCK;Residuos;4928,85;112,0957471;110;CONAPROLE;0,01;1,410693433
7/1/2025;f1FACT;42182;2018;CONAPROLE - Planta 0;E04;36892;E04;Leonardo M;;;0047140620BL;Cesto p/residuos c/pedal 100L Blanco;1;$;43,97;3483,9;2102;LAR PLASTICOS;3483,9;0;0;0;;3503,26;1681,06;Contenedores de residuos;STOCK;Residuos;3483,9;79,23356834;110;CONAPROLE;0,01;2,072442388
7/1/2025;f1FACT;42183;2010;CONAPROLE- Taller El;E04;36892;E04;Leonardo M;;;11200F; Rueda Ø200 GN.CH.RO. base zinc. fija;2;$;43,97;1960,78;011501;FLYWHEELCASTER MANUF;980,39;0;0;0;0;981,47;300,4;Ruedas;STOCK;Ruedas;1960,78;44,59358654;110;CONAPROLE;0;3,26361518
7/1/2025;f1FACT;42183;2010;CONAPROLE- Taller El;E04;36892;E04;Leonardo M;;;GL816NTNFP; Rueda Ø8 poliam.c/base zinc.girat.c/fre;2;$;43,97;3646,74;921202;METALURGICA SCHIOPPA;1823,37;0;0;0;;1825,39;392,72;Ruedas;STOCK;Ruedas;3646,74;82,9370025;110;CONAPROLE;0;4,642926258
8/1/2025;f1CON;42185;14067;SUPERMERCADO GAONA;E179;36892;E179;Juan Porro;;;C1100TPVE;Contenedor 4 Ruedas TP 1100LVerd (0400);1;U$S;43,5;397,29;2102;CONTENUR SL;397,29;0;0;0;0;397,29;200,58;Contenedores de residuos;STOCK;Residuos;17282,115;397,29;#N/A;#N/A;0;1,980705953
8/1/2025;f1CONT;42186;12929;CIUPSA;E170;36892;L02;LOCAL 02 -;;;R82UPE;" Rueda Ø8"""" poliuretano c/ruleman";6;$;43,5;8169,42;011207;METALURGICA SCHIOPPA;1361,57;0;0;0;0;1354,05;354,81;Ruedas;STOCK;Ruedas;8169,42;187,8027586;12929;CIUPSA;-0,01;3,837462304
8/1/2025;f1CONT;42187;825;LESAFFRE S.A.;L02;36892;L02;LOCAL 02 -;;;GGL414FP;Base zinc. Giratoria/freno p/rueda 414;2;$;43,5;1206,9;011213;METALURGICA SCHIOPPA;603,45;0;0;0;0;603,45;216,65;Ruedas;STOCK;Ruedas;1206,9;27,74482759;825;LESAFFRE S.A.;0;2,785368105
8/1/2025;f1CONT;42187;825;LESAFFRE S.A.;L02;36892;L02;LOCAL 02 -;;;R414NTN;"Rueda 4"" poliamida eje 7/16";2;$;43,5;1031,4;011201;METALURGICA SCHIOPPA;515,7;0;0;0;;515,7;121,72;Ruedas;STOCK;Ruedas;1031,4;23,71034483;825;LESAFFRE S.A.;0;4,236772921
8/1/2025;f1CONT;42193;3418;HOGAR VALDENSE EL SA;L02;36892;L02;LOCAL 02 -;;;GLE412BPEFP;" Rueda ø4"" goma/rul-base zinc.gir.tor.fr";4;$;43,5;2633,4;921205;METALURGICA SCHIOPPA;658,35;0;0;0;0;658,35;121,68;Ruedas;STOCK;Ruedas;2633,4;60,53793103;3418;HOGAR VALDENSE EL SARANDI;0;5,410502959
8/1/2025;f1CONT;42193;3418;HOGAR VALDENSE EL SA;L02;36892;L02;LOCAL 02 -;;;GLE412BPE;" Rueda Ø4"""" goma c/rul.-base zinc.gir.";4;$;43,5;2079;921205;METALURGICA SCHIOPPA;519,75;0;0;0;;519,75;98,82;Ruedas;STOCK;Ruedas;2079;47,79310345;3418;HOGAR VALDENSE EL SARANDI;0;5,259562842
